processed,anger,anticipation,disgust,fear,joy,sadness,surprise,trust
lady gaga fucking followed waiting day age fucking happened shaking thank so much,0,0,0,0,1,0,0,1
wish could convince rest child go fucking preschool elementary school fear gun violence,1,0,1,1,0,1,0,0
beat always thought gryffindor so whole new world excited,0,1,0,0,1,0,0,0
came silly clock woke happened wasted fuming,1,0,1,0,0,0,0,0
substituted hood badge gun public opinion indictment charlotte police dark sadtimes america race,1,1,1,0,0,1,0,0
gleesome threesome,0,0,0,0,1,0,0,0
just attempt levity,1,0,1,0,1,0,0,0
awesome p ok odds swapping neighborhood hilarious,0,1,0,0,1,0,0,0
think get fashion police involved shocking,1,0,1,0,0,0,1,0
congress attended midterm liveliness differently constraint qmiv,0,1,0,0,0,0,1,0
wishing rich so not get morning poor sleepy sad needsmoresleep,0,1,0,0,0,1,0,0
relentless echo chamber negat comment lots reverb typical bully behavior,1,0,1,0,0,0,0,0
thank follow good website cheering no hassle,0,0,0,0,1,0,0,1
gas price hilarious simultaneously super subsidised taxed,1,1,1,0,1,0,0,0
wow look bright,0,1,0,0,1,0,0,0
induction day tomorrow pizza express nervous,0,0,0,1,0,0,0,0
people so much negativity filled inside always happy gloomy world someone like exists namjoon,0,0,0,0,1,0,0,1
something make excited terrified thrilled nervous elated like kicked guts need word,0,1,0,1,1,0,0,0
rojo shocking absolutely shocking,1,0,0,0,0,1,1,0
honestly not gi freak win u pine just worried getting drunk saturday night,0,1,0,1,1,1,0,0
not easy blow lit run play created eam sua burst,0,0,0,0,1,0,0,0
decided bit lackadaisical getting dressed get groceries,0,1,0,0,1,1,0,0
optimism lose actually compromise p,0,1,0,0,1,0,0,0
alright aid cheerfully trying make moment fun,0,0,0,0,1,0,0,0
5679787 not direct message not follow not delight party fail letdown,1,0,0,0,0,1,0,0
might get donal óg sure not cork fiery dopey frank cult,1,0,0,0,0,0,0,0
20 say get reelected afraid,0,1,0,1,0,1,0,0
sucked wormhole hilarity no escape say weird accurate,1,0,1,0,0,1,0,0
texan scared bunch,0,0,0,1,0,0,0,0
little sister sure hold grudge,1,0,0,0,0,1,0,0
remind twenty plenty,0,1,0,0,1,0,0,0
thank saying others afraid say carl big fan,0,1,0,0,1,0,0,1
people like irritate soul,1,0,1,0,0,0,0,0
least character fast furious pumped adrenaline franchise,0,1,0,0,1,0,0,0
snapchat back sa constant battle see get ugliest snap one another snap survival,0,0,0,0,1,0,0,0
just too raging type properly ha ha,1,0,0,0,0,0,0,0
pakistan continues treat terror matter state policy say uri attack,1,0,1,1,0,0,0,0
so much hair sa nightmare also very soft so guess sa win lose situation,0,1,0,0,1,0,0,0
whatever sam holding tee look like got droop,0,0,0,0,1,0,1,0
also,0,0,0,0,0,0,0,0
one step forward two steps backward link rogerfederershop work losing hope roger federer new website sadness,0,0,0,0,0,1,0,0
pat awesome belichick awesome just,0,0,0,0,1,0,0,0
not join put phone talk rude taking money acc willynilly,1,0,0,0,0,0,0,0
india afraid bad,0,0,0,1,0,0,0,0
truly want more god life requires letting go old things allow new things flourish stop start,0,1,0,0,1,0,0,0
nawaz sharif getting more funnier day day challenge kashmir baloch,0,1,0,0,1,0,0,1
scared coworkers going submit one wardrobe makeover show fashion,0,1,0,1,0,1,0,0
cried laughter,0,0,0,0,1,1,0,1
high fantasy feel like could make melancholy college age slice life thing work too,0,1,0,0,1,0,0,0
take 2k numbers madden low dropped people unhappy,0,1,1,0,0,1,0,0
no mean rioting fire starting business burning looting asshole create black livesmatter,1,0,1,0,0,0,0,0
terencecutcher tulsa man onthe helicopter said look like bad dude problem see black see bad,1,0,1,0,0,1,0,0
hm pinafore time need mirth,0,0,0,0,1,0,0,0
grim despair feeling look self family hubby fought 20 years country worked 20 years govt gt,0,1,1,0,0,1,0,0
yes one qualm deeply theological issue engaging theologically,0,1,0,0,1,1,0,0
guy dating yet trans nervous blowjob fuck dating mack north ohio bewdley,0,1,0,1,0,0,0,0
coinci ence turn tv etc listen watch object capture mind fear depression find go,0,1,0,1,0,1,0,0
like talking someone make laugh laughter best medicine,0,1,0,0,1,0,0,0
turkish exhilaration 30 shade irrupt russian visitor twelvemonth gobbler nephalism so,0,1,0,0,1,0,1,0
followback quote_soup happy not everything good see good side everything optimism,0,1,0,0,1,0,0,0
not afraid gi good go great john rockefeller quote inspiration great motivation,0,1,0,0,1,0,0,0
hahahaha ridiculous thank joyous evening xx,0,1,0,0,1,0,1,0
week full monday end disheartened,0,1,0,0,0,1,0,0
personally prefer happy,0,1,0,0,1,0,0,0
man lose may actually nervous breakdown,0,0,0,1,0,0,0,0
not history people bullied no one make three post attack bully,1,0,1,0,0,0,0,0
never end moment dire small spark hope relight new fire,0,1,0,0,1,0,0,0
next time make sure everything sparkling clean,0,1,0,0,1,0,0,1
hello miss lady sure today brings happiness laughter use voice also make u laugh god know need,0,1,0,0,1,0,0,1
way go london nice job electing muslim jihadist mayor good luck future terror attack sadiqkhan,0,0,1,1,0,1,0,0
pull tonight make car shake,0,1,0,0,1,0,1,0
beaming glee,0,1,0,0,1,0,0,0
agree offense ass econd half td score first drive,1,0,1,0,0,1,0,0
feeling gloomy,0,1,0,0,0,1,0,0
george h establishment unhappy trump campaign branded son low energy could not beaten others either,0,0,1,0,0,0,0,0
day next week catch auce watch heaviness,0,0,0,0,1,0,0,0
wazza block carrick shot miss sitter memphis ready beside surely would buried good start laughing loud fuck c,0,1,0,0,1,0,0,0
ordered 10pm last night paid next day not bother fufill order 14 working day refund shocking,1,0,0,0,0,1,1,0
legs not shaking not right,0,1,1,0,0,0,1,0
carry wayward son peace done lay weary head rest not cry no more supernatural,0,1,0,0,1,0,0,0
basically dead skin peel sound grim literally get rid so much dead skin pore,0,0,0,0,0,0,0,0
cyber bully,1,0,0,0,0,0,0,0
found first episode bojack incredibly funny got le funny stayed drama,0,1,0,0,1,0,0,1
10 page script due friday class said could mfa thing grad school problem someonetelltinafeytohireme,0,1,0,1,1,0,1,0
riggs dumb ass hell lolol hilarious lethal weapon,0,0,0,0,1,0,1,1
lit steve feet feeling blush sting cheeks undress thank very much napped gt,1,0,0,0,1,0,0,0
bully,1,0,0,0,0,0,0,0
hannah week survivor find more buoyant gen x millenials survivor,0,1,0,0,0,0,0,0
india react uri attack revenge,1,0,1,0,0,0,0,0
just want saturday want good lsat,0,1,0,0,1,0,0,0
well stock finished listed living room moved around new editing done fitted visit law productivityatitsfinest happy,0,0,0,0,1,0,0,0
outrage black child get killed crossfire black shooting,1,1,1,0,0,1,0,0
rabid dog ridden child eaten flesh one fellow limb adult,1,0,1,0,0,0,0,0
american school lively,0,1,0,0,1,0,0,1
watched cobbler load season gorre pro footballer terrible,1,0,1,1,0,0,0,0
india right reply nga pakistan preaching human right country global epicentre,0,0,1,0,0,0,0,0
half past midnight loud banging front door told new rape case edinburgh today nosleep,1,0,1,1,0,1,0,0
accept challenge so feel exhilaration victory,0,1,0,0,1,0,0,1
putin feel acceptable bomb kill aid worker soon may sitting ame table trump armageddon apleasedont,1,1,1,0,0,0,0,0
hey charged 40 24 credit card order never arrived last friday chance refund,1,0,1,0,0,1,0,0
shaytan room wallahi dark time lamp oh god shaytan,0,0,0,1,0,0,1,0
people got start so much drama shoot,1,0,1,0,0,0,0,0
miss fact burke ramsey swung andhit sister jon benet face golf club previously fit,1,0,0,0,0,0,0,0
noo poor blue bell not sad,0,1,0,0,0,1,0,0
best revenge mass success,1,1,0,0,1,0,0,0
loving talk challenge map inspiration stayunstoppable,0,1,0,0,1,0,0,1
muslim usa age think muslim commit terrorism due islam got mind,0,1,1,0,1,0,0,0
angry tudent racist teacher not stopping class letting go,1,0,1,0,0,0,0,0
think good go already not worry,0,1,0,1,1,1,0,0
retired 20 minute ago blues,0,1,0,0,1,0,0,0
not sad way good night davina go sleep larh,0,1,0,0,1,1,0,1
ever stayed hostel overseas frame reference movie hostel know went,0,1,1,1,0,0,0,1
frown cup cheeks hand step aside angela care not know else,0,0,0,0,0,0,0,0
avoiding hearty basset hound no time present time american brave ydxef,1,0,1,0,1,0,0,0
cmon blues 2 home game away another cc semi love wembley away day anyone home please,0,1,0,0,1,0,0,1
thanks replying ironing shirt love meet get autograph sadly too young travel,0,1,0,0,1,0,0,1
wine drunk worst version freak sake not even remember seeing basshunter,1,1,1,0,0,1,0,0
bounty hunter things bit lively,0,0,0,0,1,0,0,0
guy back picture hilarious,0,1,0,0,1,0,1,0
forgot eat dinner furious everything everyone,1,0,1,0,0,1,0,0
feeling get know information scared might bad test collegelife nervous,0,1,0,1,0,1,0,0
supine piano lip parted sixwordstory amwriting blues singer,0,0,0,0,1,0,0,0
watching follows super freaky movie horror scary,0,0,0,1,0,0,1,0
best revenge move get continue succeed never gi someone atisfaction watching suffer,0,1,0,0,1,0,0,0
constantly fucking boiling not ok,1,0,1,0,0,1,0,0
car mariah bass literally shaking window hard rap blasting no one talking looking straight ahead,0,0,0,0,0,0,0,0
thanks ryan brad scary hit u first episode not think heart make s6,0,0,0,1,0,1,0,0
just paid chicken not even get go dollar customer,1,0,1,0,0,1,0,0
porkistan lost terribly 65 american intervation talk stopped,0,0,1,0,0,0,0,0
car rental made realize always use nightmare disgusted,1,0,1,1,0,1,0,0
coworker happened friend mine gun instead baby workplace,0,1,0,0,0,0,1,0
always borrow money pessimist not expect paid back,0,1,0,0,1,1,0,0
7 pax enjoyed gloom,0,0,0,0,1,0,0,0
wasteful day day without laughter,0,1,0,0,1,0,0,0
condolence jc george family,0,1,0,0,0,1,0,0
snap seems problem,1,1,0,0,0,0,0,0
likewise death cutting despair,0,0,1,1,0,1,0,0
crossword puzzle oat meal solitary respecting flat portentous nutrient rootstock scruple failur,0,0,0,0,0,0,0,0
going gi okay police bitch minimum sentence just wattch,1,0,1,0,0,0,0,0
start football league think talk manager way selection,0,1,1,0,0,1,0,0
aleppo city burning head terrorism assad regime russia bombarding city right whitephosphrus bomb,1,0,1,1,0,1,0,0
terrible job exemplifying value espouse yesterday lamented losing generation voter,1,0,1,0,0,1,0,0
since sober life so hard,0,1,0,0,1,1,0,0
2 wait 48 hour call back cancel order just placed already spending 2 hour phone,1,0,1,0,0,1,0,0
feel like appendix not purpose depressed alone lonely broken cry hurt crying life,0,1,0,0,0,1,0,0
profiling not discourage september 20 2016 18 41 edt mp fuck ail,1,0,1,0,0,1,0,0
travelfail virgin virginaus etihad nightmare also delayed obvs,1,0,1,1,0,0,0,0
tulsa police manufacture murder wonder carry burner maxlevelz,1,0,1,0,0,0,1,0
dehydrated exhausted stressed still blessed optimism,0,1,0,0,1,0,0,0
u need band together not apart nevertrump promotes hatred fuel,1,0,1,1,0,0,0,0
feeling like worst night sleep ever not great london brighton cycle ride 100k,1,0,1,0,0,1,0,0
know truth public figuring words mean nothing unhappy mean troubled vile bully,1,0,1,0,0,1,0,0
decoration jersey already,0,1,0,0,1,0,0,0
serious,0,0,1,0,0,0,1,0
fucking dreadful li footy match,1,0,1,1,0,0,0,0
relentless pipe thirst sheltered,0,0,0,0,0,0,0,0
distrust life argentina lot heart president worth every vote,0,1,0,0,1,0,0,1
foaming lip one hip one many great lyric,0,0,0,0,1,0,0,1
guess must really expensive whole family stayed poland so really miss,0,1,0,0,0,1,0,0
jv girl earn versus stonington 2 1 today goal okay waite winakor 1 assist,0,1,0,0,0,0,0,0
understand concern look foundation contribution,1,0,1,0,0,0,1,0
someone let snake house bet kill bugger get hand huck fuck p2,1,0,1,0,0,0,0,0
would intimidated would like think would manned helped,0,1,1,0,0,0,0,0
fake people irritate,1,0,1,0,0,0,0,0
fuck fuck protester not interested reasoned debate just intimidation violence disruption get demand met,1,0,1,0,0,0,0,0
lunatic asylum place optimism flourish,0,1,0,0,1,0,0,0
damn gud premiere lethal weapon funny serious,0,0,0,0,1,0,0,0
bully,1,0,1,0,0,0,0,0
nap day so comfortable sleeping night never comfortable,1,1,0,0,0,1,0,0
claimed ame things could scare u tough ancestry,0,0,0,1,0,0,0,0
appears fire alarm disapproves cooking style,0,0,0,0,0,1,0,0
positive cheerful grateful expectant success leadership,0,1,0,0,1,0,0,0
rel vega heyday rat pack tribute,0,1,0,0,1,0,0,1
going get city next round revenge,1,0,0,0,0,0,0,0
trump afraid big bad hillary election presidential debate presidential election2016 orangehitler skip hide coward fear,1,0,1,1,0,0,0,0
wave fiery cross fuck kin,1,1,0,0,1,0,0,0
sitting wrapped fluffy blanket incense burning listening boni drinking mulled wine,0,0,0,0,1,0,0,1
indian hold head high stay unafraid nga well informed pakistan terrorism business deception,0,1,0,1,1,0,0,0
petition non maghrebi poc stop buying couscous white grocery store boiling not couscous trash,1,0,1,0,0,0,0,0
thank happy birthday well,0,0,0,0,1,0,0,1
watch amazing broadcast musically,0,0,0,0,1,0,0,0
ceremony next time meet involve burning something possibly booze caffeine,0,1,0,0,1,0,0,0
murdered mother spooky tv,0,0,0,1,0,0,0,0
metal keep young spry keep hair luxurious yes shut listen,1,1,1,0,1,0,0,0
really love customer service always so nice helpful cheerful,0,1,0,0,1,0,0,1
dear please tell bus driver obstruction side not just pull oncoming traffic causing vehs swerve fuming,1,0,1,0,0,0,0,0
terror state pak pakistan invitadated time india worry invade land po okay disputed,0,1,1,1,0,1,0,0
literally dying living ame time catch twitter not following life basic,0,1,0,0,1,0,0,0
sound like good game plan offense,0,1,0,0,1,0,0,1
alternate reality comment section gi poem cheery thumb disappointed thumb,0,0,0,0,0,1,0,0
literally never home parent threaten charge rent not start cleaning house everyday ok,0,0,0,1,0,0,0,0
pochettino buoyant complimentary young player say attention turn middlesbrough th fuck c,0,1,0,0,1,0,0,0
so much trouble not think rev see funny side project nervous,0,0,0,1,0,0,0,0
may suggest meal made bean onion garlic day class revenge,1,0,0,0,0,0,0,0
chirp chirp,0,1,0,0,1,0,0,0
just trying watch horror movie nap day,0,0,0,1,0,0,0,0
formidable challenge roy hodgson northampton town shudder,0,0,1,1,0,0,0,0
highly suggest looking online company help send package overseas not ever ever use,1,0,1,0,0,0,0,0
began squirm beneath struggling get relentless grasp realized attempt useless,0,1,0,0,0,1,0,0
reason smile everyday,0,1,0,0,1,0,0,0
remember reflect reginald denny night much like like charlotte think gun lobby must rejoicing,0,0,0,0,1,0,0,0
so looking forward opened stuartspecial literally yelled tv umbrage,1,0,0,0,0,0,0,0
look brother smile forming face people fearing,0,1,0,1,1,0,0,0
something opening mail just very pleasing,0,0,0,0,1,0,0,0
love family so much lucky grateful smartassfamily hilarious love,0,1,0,0,1,0,0,1
every wednesday like visit inmate arkham deliver fruit basket cheery bouquet enhanced interrogation,0,1,0,0,1,0,0,1
15 doe run opposite side depression,0,1,0,0,0,1,0,0
awful music take walk right cliff okay,1,0,1,0,0,0,0,0
clicked wrong side fuming,1,0,1,0,0,1,0,0
day 9 elated taking pto tomorrow so donee,0,1,0,0,1,0,0,0
pessimist see difficulty every opportunity optimist see opportunity every difficulty sir winston churchill,0,1,0,0,1,1,0,0
got little pout,0,1,0,0,1,0,0,0
not think ian knew pavel knew charlie bet rob cackle glee heard happened thearchers,0,1,0,0,1,0,0,0
week no problem week unbelievable guy even running regular 12 bus solate,1,0,1,0,0,1,0,0
base going rain brill snap story,0,1,0,0,0,0,0,0
welcome genuinely made gi head wobble realise important life,0,1,0,0,1,0,1,1
maybe constipation issue not know date relieve affliction no way jose,0,1,0,0,1,1,0,0
obama admin rejects texas plan refugee vetted terrorism so texas pull fed refugee resettlement program aiding terror,0,0,0,1,0,0,0,0
shake head remove ideologically bankrupt opportunistic establishment burning bridge social contract anger,1,0,1,0,0,0,0,0
